Date,Open,High,Low,Close,Adj Close,Volume
2018-02-12,0.735200,0.744900,0.732400,0.741000,0.670357,355114000
2018-02-13,0.742400,0.749900,0.740100,0.749800,0.678318,321713100
2018-02-14,0.750000,0.759800,0.733300,0.759800,0.687365,716724255
2018-02-15,0.763600,0.766200,0.754900,0.760000,0.687546,458328269
2018-02-16,0.760000,0.771800,0.756500,0.769800,0.696411,538815005
2018-02-19,0.768500,0.774700,0.765600,0.766900,0.693788,252291001
2018-02-20,0.766900,0.771500,0.758400,0.771500,0.697949,552157001
2018-02-21,0.768600,0.780000,0.765000,0.780000,0.705639,467649027
2018-02-22,0.777700,0.780000,0.767600,0.777900,0.703739,235026002
2018-02-26,0.781000,0.792500,0.780000,0.790500,0.715138,364203064
2018-02-27,0.799800,0.799800,0.784200,0.794700,0.718938,371739050
2018-02-28,0.788800,0.790000,0.772500,0.781500,0.706996,526526063
2018-03-01,0.771000,0.789400,0.771000,0.773500,0.699759,336081014
2018-03-02,0.785000,0.791100,0.767600,0.779200,0.704915,534846015
2018-03-05,0.778000,0.792500,0.776000,0.790000,0.714686,304066004
2018-03-06,0.790900,0.795000,0.779000,0.785300,0.710434,340985006
2018-03-07,0.779900,0.784800,0.760000,0.769000,0.695688,508161002
2018-03-09,0.768600,0.773300,0.760300,0.772400,0.698764,170365017
2018-03-12,0.779500,0.784800,0.775000,0.775000,0.701116,245525010
2018-03-13,0.772500,0.776400,0.761300,0.766400,0.693336,334269064
2018-03-14,0.764900,0.767500,0.751300,0.756800,0.684651,289669001
2018-03-15,0.755900,0.766600,0.750500,0.757100,0.684922,518379047
2018-03-16,0.755300,0.781400,0.750700,0.765400,0.692431,394453002
2018-03-19,0.768000,0.774700,0.763800,0.765100,0.692159,296602100
2018-03-20,0.769200,0.772800,0.748200,0.752000,0.680308,363521050
2018-03-21,0.750000,0.759200,0.746600,0.746600,0.675423,419136400
2018-03-22,0.748900,0.753700,0.737500,0.742100,0.671352,388695010
2018-03-23,0.735000,0.742000,0.731000,0.734000,0.664024,479099006
2018-03-26,0.733500,0.739900,0.725000,0.732100,0.662306,561946028
2018-03-27,0.732900,0.755700,0.730300,0.750000,0.678499,1093761001
2018-03-28,0.749400,0.755900,0.745100,0.747500,0.676237,496911002
