Date,Open,High,Low,Close,Adj Close,Volume
2018-02-12,111.339996,111.540001,110.080002,110.300003,96.511795,6515091
2018-02-13,110.980003,111.470001,110.300003,111.250000,97.343040,5103141
2018-02-14,111.599998,112.550003,110.769997,111.199997,97.299286,8401942
2018-02-15,111.760002,111.889999,110.230003,110.300003,96.511795,5698530
2018-02-16,110.500000,111.180000,110.349998,110.620003,96.791794,4340445
2018-02-19,110.699997,111.430000,110.550003,110.559998,96.739296,2709900
2018-02-20,110.510002,111.400002,110.339996,111.400002,97.474281,4701761
2018-02-21,111.099998,114.230003,110.870003,114.230003,99.950523,7808704
2018-02-22,114.000000,114.389999,112.860001,113.379997,99.206772,7806854
2018-02-26,114.500000,115.120003,113.879997,114.650002,100.318016,6022589
2018-02-27,115.000000,115.400002,114.139999,115.089996,100.703011,3119793
2018-02-28,114.010002,114.580002,111.849998,111.849998,97.868034,4865200
2018-03-01,111.300003,114.339996,110.919998,113.489998,99.303017,4904470
2018-03-02,113.599998,116.239998,113.430000,115.459999,101.026756,8935340
2018-03-05,116.010002,117.769997,116.010002,117.000000,102.374252,4554810
2018-03-06,117.500000,121.199997,117.209999,119.650002,104.692986,12530002
2018-03-07,119.430000,119.480003,116.139999,117.000000,102.374252,9476501
2018-03-09,117.430000,119.849998,116.449997,119.669998,104.710480,3578441
2018-03-12,120.970001,121.199997,117.570000,118.400002,103.599243,5294865
2018-03-13,118.500000,119.650002,117.300003,119.000000,104.124237,6312683
2018-03-14,118.629997,118.750000,115.570000,115.570000,101.123009,7379640
2018-03-15,115.500000,117.690002,114.760002,117.010002,102.383003,8542998
2018-03-16,117.269997,121.000000,116.410004,121.000000,105.874229,10861399
2018-03-19,120.000000,120.879997,118.800003,119.500000,104.561737,5985500
2018-03-20,119.599998,119.730003,117.750000,118.400002,103.599243,5205964
2018-03-21,118.610001,119.169998,118.019997,118.500000,103.686745,6461050
2018-03-22,118.879997,119.089996,117.080002,117.879997,103.144241,3499860
2018-03-23,117.260002,119.000000,108.580002,119.000000,104.124237,9997374
2018-03-26,118.760002,118.989998,116.180000,116.519997,101.954254,5072535
2018-03-27,116.550003,118.160004,116.370003,116.419998,101.866753,5079024
2018-03-28,116.669998,117.839996,116.250000,116.500000,101.936752,6521034
2018-03-29,116.760002,117.639999,116.760002,117.570000,102.872993,6079640
2018-03-30,117.489998,117.860001,117.000000,117.000000,102.374252,662100
2018-04-02,117.250000,117.510002,116.300003,116.300003,101.761757,2105840
2018-04-03,116.480003,117.050003,115.669998,116.959999,102.339249,2679530
2018-04-04,117.300003,117.300003,116.290001,116.529999,101.963005,2610601
2018-04-05,116.980003,117.300003,116.790001,117.040001,102.409248,6534713
